"d","cognome","nome","info","dataNascita","luogoNascita","genere","ufficio","organo","inizioUfficio","fineUfficio","collegio","aggiornamento"
"http://dati.camera.it/ocd/deputato.rdf/d305771_19","MANZI","IRENE","Laurea in giurisprudenza, Corsi e scritti di specializzazione e approfondimenti; Dipendente pubblico","19770816","MACERATA","female","CAPOGRUPPO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","20221109",,"MARCHE - P01",2022-11-26 12:00:53
"http://dati.camera.it/ocd/deputato.rdf/d305880_19","FRATOIANNI","NICOLA","Laurea in lettere e filosofia","19721004","PISA","male","CAPOGRUPPO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","20221109",,"TOSCANA - P03",2023-04-30 12:00:58
"http://dati.camera.it/ocd/deputato.rdf/d305931_19","AMENDOLA","VINCENZO",,"19731222","NAPOLI","male","CAPOGRUPPO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","20221109",,"BASILICATA - P01",2022-11-10 12:01:14
"http://dati.camera.it/ocd/deputato.rdf/d306008_19","GRIBAUDO","CHIARA","Educatrice e parlamentare","19810516","CUNEO","female","VICEPRESIDENTE","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","20221109",,"PIEMONTE 2 - P02",2022-11-10 12:00:46
"http://dati.camera.it/ocd/deputato.rdf/d306064_19","SOTTANELLI","GIULIO CESARE","Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione","19700410","ARBON","male","SEGRETARIO","GIUNTA DELLE ELEZIONI","20221116",,"ABRUZZO - P01",2023-03-25 12:00:32
"http://dati.camera.it/ocd/deputato.rdf/d306064_19","SOTTANELLI","GIULIO CESARE","Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione","19700410","ARBON","male","CAPOGRUPPO","GIUNTA DELLE ELEZIONI","20221118",,"ABRUZZO - P01",2023-03-25 12:00:32
"http://dati.camera.it/ocd/deputato.rdf/d306158_19","CASTIGLIONE","GIUSEPPE","Diploma di liceo classico; Giornalista","19631005","BRONTE","male","CAPOGRUPPO","XIII COMMISSIONE (AGRICOLTURA)","20221109",,"SICILIA 2 - P02",2022-11-10 12:01:52
"http://dati.camera.it/ocd/deputato.rdf/d306160_19","BOSCHI","MARIA ELENA","Laurea in giurisprudenza, Master in diritto societario; Avvocato in diritto societario","19810124","MONTEVARCHI","female","VICEPRESIDENTE","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI","20230404",,"LAZIO 1 - P03",2023-04-05 12:00:35
"http://dati.camera.it/ocd/deputato.rdf/d306160_19","BOSCHI","MARIA ELENA","Laurea in giurisprudenza, Master in diritto societario; Avvocato in diritto societario","19810124","MONTEVARCHI","female","CAPOGRUPPO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","20221109",,"LAZIO 1 - P03",2023-04-05 12:00:35
"http://dati.camera.it/ocd/deputato.rdf/d306176_19","MAURI","MATTEO","Laurea in scienze politiche; Dirigente di partito","19700524","MILANO","male","VICEPRESIDENTE","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)","20221109",,"LOMBARDIA 1 - P02",2022-11-10 12:01:09
"http://dati.camera.it/ocd/deputato.rdf/d306189_19","QUARTAPELLE PROCOPIO","LIA","Dottorato di ricerca in economia; Ricercatrice","19820815","VARESE","female","VICEPRESIDENTE","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","20221109",,"LOMBARDIA 1 - P01",2022-11-10 12:02:40
"http://dati.camera.it/ocd/deputato.rdf/d306214_19","SQUERI","LUCA","Laurea in scienze giuridiche; Imprenditore","19611218","MILANO","male","CAPOGRUPPO","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)","20221110",,"LOMBARDIA 3 - P02",2022-11-26 12:00:36
"http://dati.camera.it/ocd/deputato.rdf/d306214_19","SQUERI","LUCA","Laurea in scienze giuridiche; Imprenditore","19611218","MILANO","male","SEGRETARIO","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)","20221109",,"LOMBARDIA 3 - P02",2022-11-26 12:00:36
"http://dati.camera.it/ocd/deputato.rdf/d306272_19","ZAN","ALESSANDRO","Ingegnere delle telecomunicazioni","19731004","PADOVA","male","SEGRETARIO","II COMMISSIONE (GIUSTIZIA)","20221109",,"VENETO 2 - P01",2022-11-10 12:02:06
"http://dati.camera.it/ocd/deputato.rdf/d306349_19","CANDIANI","STEFANO","Diploma di liceo scientifico; IMPRENDITORE PER PACKAGING PER L' INDUSTRIA COSMETICA E PROFUMIERA","19711211","BUSTO ARSIZIO","male","CAPOGRUPPO","GIUNTA DELLE ELEZIONI","20221118",,"LOMBARDIA 2 - P01",2023-04-05 12:00:38
"http://dati.camera.it/ocd/deputato.rdf/d306349_19","CANDIANI","STEFANO","Diploma di liceo scientifico; IMPRENDITORE PER PACKAGING PER L' INDUSTRIA COSMETICA E PROFUMIERA","19711211","BUSTO ARSIZIO","male","SEGRETARIO","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI","20230404",,"LOMBARDIA 2 - P01",2023-04-05 12:00:38
"http://dati.camera.it/ocd/deputato.rdf/d306349_19","CANDIANI","STEFANO","Diploma di liceo scientifico; IMPRENDITORE PER PACKAGING PER L' INDUSTRIA COSMETICA E PROFUMIERA","19711211","BUSTO ARSIZIO","male","CAPOGRUPPO","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)","20221109",,"LOMBARDIA 2 - P01",2023-04-05 12:00:38
"http://dati.camera.it/ocd/deputato.rdf/d306379_19","DE MONTE","ISABELLA","Laurea in giurisprudenza; Dipendente pubblico","19710623","UDINE","female","VICEPRESIDENTE","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)","20221109","20221109","FRIULI-VENEZIA GIULIA - P01",2023-04-19 12:00:56
"http://dati.camera.it/ocd/deputato.rdf/d306379_19","DE MONTE","ISABELLA","Laurea in giurisprudenza; Dipendente pubblico","19710623","UDINE","female","CAPOGRUPPO","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)","20221109",,"FRIULI-VENEZIA GIULIA - P01",2023-04-19 12:00:56
"http://dati.camera.it/ocd/deputato.rdf/d306379_19","DE MONTE","ISABELLA","Laurea in giurisprudenza; Dipendente pubblico","19710623","UDINE","female","SEGRETARIO","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)","20221109",,"FRIULI-VENEZIA GIULIA - P01",2023-04-19 12:00:56
"http://dati.camera.it/ocd/deputato.rdf/d306382_19","DEL BARBA","MAURO","Laurea in scienze dell'informazione","19700720","MORBEGNO","male","CAPOGRUPPO","VI COMMISSIONE (FINANZE)","20221109",,"LOMBARDIA 4 - P01",2022-11-10 12:01:31
"http://dati.camera.it/ocd/deputato.rdf/d306382_19","DEL BARBA","MAURO","Laurea in scienze dell'informazione","19700720","MORBEGNO","male","SEGRETARIO","VI COMMISSIONE (FINANZE)","20221109",,"LOMBARDIA 4 - P01",2022-11-10 12:01:31
"http://dati.camera.it/ocd/deputato.rdf/d306398_19","FORNARO","FEDERICO","Laurea in scienze politiche; Dirigente di azienda","19621209","GENOVA","male","PRESIDENTE","GIUNTA DELLE ELEZIONI","20221116",,"PIEMONTE 2 - P01",2023-03-06 12:00:58
"http://dati.camera.it/ocd/deputato.rdf/d306412_19","GUERRA","MARIA CECILIA","Dottorato di ricerca in economia politica; Professoressa ordinaria di scienza delle finanze","19571206","NONANTOLA","female","VICEPRESIDENTE","COMMISSIONE SPECIALE ISTITUITA IL 19 OTTOBRE 2022, AI SENSI DELL'ARTICOLO 22, COMMA 2, DEL REGOLAMENTO","20221024","20221109","PIEMONTE 1 - P01",2022-11-26 12:01:00
"http://dati.camera.it/ocd/deputato.rdf/d306497_19","VACCARI","STEFANO","Diploma di istituto tecnico industriale; Dirigente di azienda privata","19670410","MODENA","male","CAPOGRUPPO","XIII COMMISSIONE (AGRICOLTURA)","20221109",,"EMILIA-ROMAGNA - P02",2022-11-10 12:02:04
"http://dati.camera.it/ocd/deputato.rdf/d306521_19","ZARATTI","FILIBERTO","Laurea in scienze politiche; Consulente aziendale","19560326","ROMA","male","SEGRETARIO","COMITATO PER GLI AFFARI DEL PERSONALE","20230220",,"LAZIO 1 - P01",2023-04-30 12:00:55
"http://dati.camera.it/ocd/deputato.rdf/d306521_19","ZARATTI","FILIBERTO","Laurea in scienze politiche; Consulente aziendale","19560326","ROMA","male","SEGRETARIO","UFFICIO DI PRESIDENZA","20221026",,"LAZIO 1 - P01",2023-04-30 12:00:55
"http://dati.camera.it/ocd/deputato.rdf/d306521_19","ZARATTI","FILIBERTO","Laurea in scienze politiche; Consulente aziendale","19560326","ROMA","male","CAPOGRUPPO","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)","20221109",,"LAZIO 1 - P01",2023-04-30 12:00:55
"http://dati.camera.it/ocd/deputato.rdf/d307130_19","MULE'","GIORGIO","Laurea in scienze della comunicazione; Giornalista professionista","19680425","CALTANISSETTA","male","VICEPRESIDENTE","UFFICIO DI PRESIDENZA","20221019",,"SICILIA 1 - P01",2023-04-30 12:00:25
"http://dati.camera.it/ocd/deputato.rdf/d307130_19","MULE'","GIORGIO","Laurea in scienze della comunicazione; Giornalista professionista","19680425","CALTANISSETTA","male","PRESIDENTE","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA","20230220",,"SICILIA 1 - P01",2023-04-30 12:00:25
"http://dati.camera.it/ocd/deputato.rdf/d307132_19","TRAVERSI","ROBERTO","Laurea in architettura; Architetto, Giornalista pubblicista, Architetto edile","19691201","MILANO","male","SEGRETARIO","UFFICIO DI PRESIDENZA","20221019",,"LIGURIA - P01",2023-03-16 12:00:52
"http://dati.camera.it/ocd/deputato.rdf/d307134_19","BAGNASCO","ROBERTO","Laurea in farmacia, Master in bioetica; Farmacista","19500407","NOVI LIGURE","male","CAPOGRUPPO","IV COMMISSIONE (DIFESA)","20221110",,"LIGURIA - P01",2022-11-11 12:00:58
"http://dati.camera.it/ocd/deputato.rdf/d307142_19","ZUCCONI","RICCARDO","Diploma di liceo scientifico; Imprenditore","19560926","CAMAIORE","male","SEGRETARIO","UFFICIO DI PRESIDENZA","20221019",,"TOSCANA - P01",2023-03-16 12:00:22
"http://dati.camera.it/ocd/deputato.rdf/d307142_19","ZUCCONI","RICCARDO","Diploma di liceo scientifico; Imprenditore","19560926","CAMAIORE","male","PRESIDENTE","COMITATO CONSULTIVO SULLA CONDOTTA DEI DEPUTATI","20230314",,"TOSCANA - P01",2023-03-16 12:00:22
"http://dati.camera.it/ocd/deputato.rdf/d307151_19","BILLI","SIMONE","Laurea in ingegneria industriale; manager aziendale","19760211","FIRENZE","male","CAPOGRUPPO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","20221110",,"EUROPA",2023-03-06 12:01:13
"http://dati.camera.it/ocd/deputato.rdf/d307162_19","CAIATA","SALVATORE","Laurea in scienze dell'economia; Imprenditore","19700729","POTENZA","male","PRESIDENTE","DELEGAZIONE PRESSO L'ASSEMBLEA PARLAMENTARE DELLA INIZIATIVA CENTRO EUROPEA (INCE)","20230419",,"BASILICATA - P01",2023-04-30 12:00:53
"http://dati.camera.it/ocd/deputato.rdf/d307162_19","CAIATA","SALVATORE","Laurea in scienze dell'economia; Imprenditore","19700729","POTENZA","male","SEGRETARIO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","20221109",,"BASILICATA - P01",2023-04-30 12:00:53
"http://dati.camera.it/ocd/deputato.rdf/d307173_19","LATINI","GIORGIA","Laurea in giurisprudenza; Assessore comunale; Assessore regionale, Avvocato","19800418","FABRIANO","female","VICEPRESIDENTE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","20221109",,"MARCHE - P01",2022-11-10 12:00:48
"http://dati.camera.it/ocd/deputato.rdf/d307185_19","FASCINA","MARTA ANTONIA","Laurea in lettere e filosofia; Addetto stampa","19900109","MELITO DI PORTO SALVO","female","SEGRETARIO","IV COMMISSIONE (DIFESA)","20221109",,"SICILIA 1 - P02",2022-11-10 12:00:29
"http://dati.camera.it/ocd/deputato.rdf/d307202_19","SPORTIELLO","GILDA","Laurea in scienze dell'educazione; Educatrice","19870219","NAPOLI","female","CAPOGRUPPO","XII COMMISSIONE (AFFARI SOCIALI)","20221109","20230124","CAMPANIA 1 - P01",2023-03-06 12:00:44
"http://dati.camera.it/ocd/deputato.rdf/d307202_19","SPORTIELLO","GILDA","Laurea in scienze dell'educazione; Educatrice","19870219","NAPOLI","female","SEGRETARIO","UFFICIO DI PRESIDENZA","20221019",,"CAMPANIA 1 - P01",2023-03-06 12:00:44
"http://dati.camera.it/ocd/deputato.rdf/d307202_19","SPORTIELLO","GILDA","Laurea in scienze dell'educazione; Educatrice","19870219","NAPOLI","female","SEGRETARIO","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE","20230223",,"CAMPANIA 1 - P01",2023-03-06 12:00:44
"http://dati.camera.it/ocd/deputato.rdf/d307215_19","CAPPELLACCI","UGO","Laurea in economia e commercio;  Docente universitario, Commercialista.","19601127","CAGLIARI","male","PRESIDENTE","XII COMMISSIONE (AFFARI SOCIALI)","20221109",,"SARDEGNA - P01",2023-01-11 12:01:11
"http://dati.camera.it/ocd/deputato.rdf/d307219_19","DEIDDA","SALVATORE","Diploma di istituto tecnico agrario; Funzionario consorzio di bonifica Sardegna meridionale, Imprenditore agricolo non a titolo principale","19761007","CAGLIARI","male","PRESIDENTE","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","20221109",,"SARDEGNA - P01",2023-01-11 12:00:32
"http://dati.camera.it/ocd/deputato.rdf/d307223_19","PITTALIS","PIETRO","Laurea in giurisprudenza; Avvocato patrocinante presso le Magistrature superiori","19580430","CHARLEROI","male","CAPOGRUPPO","GIUNTA DELLE ELEZIONI","20221118",,"SARDEGNA - P01",2023-03-20 12:01:16
"http://dati.camera.it/ocd/deputato.rdf/d307223_19","PITTALIS","PIETRO","Laurea in giurisprudenza; Avvocato patrocinante presso le Magistrature superiori","19580430","CHARLEROI","male","CAPOGRUPPO","GIUNTA PER LE AUTORIZZAZIONI","20221118",,"SARDEGNA - P01",2023-03-20 12:01:16
"http://dati.camera.it/ocd/deputato.rdf/d307223_19","PITTALIS","PIETRO","Laurea in giurisprudenza; Avvocato patrocinante presso le Magistrature superiori","19580430","CHARLEROI","male","VICEPRESIDENTE","II COMMISSIONE (GIUSTIZIA)","20221109",,"SARDEGNA - P01",2023-03-20 12:01:16
"http://dati.camera.it/ocd/deputato.rdf/d307234_19","TORTO","DANIELA","Laurea in conservatorio (pianoforte); Insegnante di musica","19850818","CHIETI","female","SEGRETARIO","COMMISSIONE SPECIALE ISTITUITA IL 19 OTTOBRE 2022, AI SENSI DELL'ARTICOLO 22, COMMA 2, DEL REGOLAMENTO","20221024","20221109","ABRUZZO - P01",2022-11-26 12:00:37
"http://dati.camera.it/ocd/deputato.rdf/d307234_19","TORTO","DANIELA","Laurea in conservatorio (pianoforte); Insegnante di musica","19850818","CHIETI","female","CAPOGRUPPO","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","20221109",,"ABRUZZO - P01",2022-11-26 12:00:37
"http://dati.camera.it/ocd/deputato.rdf/d307246_19","DONZELLI","GIOVANNI",,"19751128","FIRENZE","male","VICEPRESIDENTE","COMITATO PARLAMENTARE PER LA SICUREZZA DELLA REPUBBLICA","20221206",,"TOSCANA - P03",2023-03-06 12:01:31
"http://dati.camera.it/ocd/deputato.rdf/d307246_19","DONZELLI","GIOVANNI",,"19751128","FIRENZE","male","SEGRETARIO","UFFICIO DI PRESIDENZA","20221019",,"TOSCANA - P03",2023-03-06 12:01:31
"http://dati.camera.it/ocd/deputato.rdf/d307246_19","DONZELLI","GIOVANNI",,"19751128","FIRENZE","male","SEGRETARIO","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA","20230220",,"TOSCANA - P03",2023-03-06 12:01:31
"http://dati.camera.it/ocd/deputato.rdf/d307285_19","CAVANDOLI","LAURA","Dottorato di ricerca; Avvocato","19711215","PARMA","female","CAPOGRUPPO","GIUNTA PER LE AUTORIZZAZIONI","20221117",,"EMILIA-ROMAGNA - P01",2023-03-06 12:00:52
"http://dati.camera.it/ocd/deputato.rdf/d307300_19","MORRONE","JACOPO","Laurea in giurisprudenza; Avvocato","19830123","FORLI'","male","SEGRETARIO","II COMMISSIONE (GIUSTIZIA)","20221109",,"EMILIA-ROMAGNA - P03",2022-11-10 12:02:21
"http://dati.camera.it/ocd/deputato.rdf/d307302_19","ASCARI","STEFANIA","Laurea in giurisprudenza, Corsi e scritti di specializzazione e approfondimenti; Avvocata penalista ed esperta in diritto dell'immigrazione","19800303","CORREGGIO","female","CAPOGRUPPO","GIUNTA DELLE ELEZIONI","20221118",,"EMILIA-ROMAGNA - P02",2023-03-06 12:01:35
"http://dati.camera.it/ocd/deputato.rdf/d307304_19","PAGANO","UBALDO","Laurea in giurisprudenza; Avvocato civilista e amministrativista","19790516","BARI","male","CAPOGRUPPO","COMMISSIONE SPECIALE ISTITUITA IL 19 OTTOBRE 2022, AI SENSI DELL'ARTICOLO 22, COMMA 2, DEL REGOLAMENTO","20221021","20221109","PUGLIA - P03",2022-11-26 12:01:04
"http://dati.camera.it/ocd/deputato.rdf/d307304_19","PAGANO","UBALDO","Laurea in giurisprudenza; Avvocato civilista e amministrativista","19790516","BARI","male","CAPOGRUPPO","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","20221109",,"PUGLIA - P03",2022-11-26 12:01:04
"http://dati.camera.it/ocd/deputato.rdf/d307306_19","ROSSI","ANDREA","Diploma di istituto tecnico industriale; già Sindaco di Casalgrande; già Sottosegretario alla presidenza giunta regionale dell'Emilia Romagna","19761009","SCANDIANO","male","SEGRETARIO","XIII COMMISSIONE (AGRICOLTURA)","20221109",,"EMILIA-ROMAGNA - P01",2022-11-10 12:01:01
"http://dati.camera.it/ocd/deputato.rdf/d307308_19","LACARRA","MARCO","Laurea in giurisprudenza; Avvocato civilista","19620804","BARI","male","SEGRETARIO","GIUNTA PER LE AUTORIZZAZIONI","20221116",,"PUGLIA - P02",2023-03-06 12:01:28
"http://dati.camera.it/ocd/deputato.rdf/d307308_19","LACARRA","MARCO","Laurea in giurisprudenza; Avvocato civilista","19620804","BARI","male","SEGRETARIO","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA","20221116",,"PUGLIA - P02",2023-03-06 12:01:28
"http://dati.camera.it/ocd/deputato.rdf/d307328_19","MARATTIN","LUIGI","Laurea in economia delle amministrazioni pubbliche e delle istituzioni internazionalili, Dottorato di ricerca, Master; Professore associato","19790220","NAPOLI","male","CAPOGRUPPO","COMMISSIONE SPECIALE ISTITUITA IL 19 OTTOBRE 2022, AI SENSI DELL'ARTICOLO 22, COMMA 2, DEL REGOLAMENTO","20221021","20221109","PIEMONTE 2 - P02",2022-11-26 12:00:31
"http://dati.camera.it/ocd/deputato.rdf/d307328_19","MARATTIN","LUIGI","Laurea in economia delle amministrazioni pubbliche e delle istituzioni internazionalili, Dottorato di ricerca, Master; Professore associato","19790220","NAPOLI","male","CAPOGRUPPO","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","20221109",,"PIEMONTE 2 - P02",2022-11-26 12:00:31
"http://dati.camera.it/ocd/deputato.rdf/d307334_19","VINCI","GIANLUCA","Laurea in giurisprudenza; Avvocato penalista","19800528","REGGIO NELL'EMILIA","male","SEGRETARIO","GIUNTA DELLE ELEZIONI","20221116",,"EMILIA-ROMAGNA - P02",2023-03-06 12:01:14
"http://dati.camera.it/ocd/deputato.rdf/d307340_19","LUCASELLI","YLENJA","Laurea in giurisprudenza; Avvocato penalista","19760422","TARANTO","female","SEGRETARIO","GIUNTA PER LE AUTORIZZAZIONI","20221116",,"EMILIA-ROMAGNA - P01",2023-04-29 12:01:06
"http://dati.camera.it/ocd/deputato.rdf/d307340_19","LUCASELLI","YLENJA","Laurea in giurisprudenza; Avvocato penalista","19760422","TARANTO","female","SEGRETARIO","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA","20221116",,"EMILIA-ROMAGNA - P01",2023-04-29 12:01:06
"http://dati.camera.it/ocd/deputato.rdf/d307340_19","LUCASELLI","YLENJA","Laurea in giurisprudenza; Avvocato penalista","19760422","TARANTO","female","CAPOGRUPPO","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","20221109",,"EMILIA-ROMAGNA - P01",2023-04-29 12:01:06
"http://dati.camera.it/ocd/deputato.rdf/d307356_19","LOVECCHIO","GIORGIO","Diploma di ragioniere programmatore; Imprenditore","19780305","FOGGIA","male","VICEPRESIDENTE","VI COMMISSIONE (FINANZE)","20221109",,"PUGLIA - P01",2022-11-26 12:00:49
"http://dati.camera.it/ocd/deputato.rdf/d307360_19","SASSO","ROSSANO","Insegnante","19750618","BARI","male","CAPOGRUPPO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","20221109",,"PUGLIA - P03",2022-11-10 12:01:37
"http://dati.camera.it/ocd/deputato.rdf/d307370_19","GIULIANO","CARLA","Laurea in giurisprudenza;  Avvocato","19830402","SAN SEVERO","female","CAPOGRUPPO","GIUNTA PER LE AUTORIZZAZIONI","20221110",,"PUGLIA - P01",2023-03-06 12:01:27
